Rank,Name,Team,Player_Type,Position,Salary_M,Dollar_Per_Score,Rostered_By,HR,R,RBI,SB,AVG,OBP,SLG,W,QS,SO,ERA,WHIP,IP,SV,HLD,Strategy_Score,FPTS,WAR,z_HR,z_R,z_RBI,z_QS,z_K,z_ERA,z_WHIP,Block_Type,Blocking_Franchise,Tier
179,Tony Santillan,CIN,Pitcher,RP,,,,10.36,35.9682,,,0.239483,,,3.3142,0.0,73.4976,4.32577,1.36574,70.0,4.192,13.5711,1.3652276441570206,345.6,0.207903,,,,-0.7013491910761157,-0.2309838958999718,-0.578034334214814,-0.5145339753221891,,,Tier 2 - Strong
180,Xander Bogaerts,SDP,Batter,Batter,,,,12.8372,57.614,56.7812,13.6505,0.270054,0.33403,0.407341,,,89.2683,,,,,,1.3420108416312786,590.5,2.9246,-0.8516466455849657,-0.5144603964310871,-0.4820490491121137,,,,,,,Tier 2 - Strong
181,Joel Payamps,ATL,Pitcher,RP,,,,7.63667,28.7402,,,0.252613,,,2.9253,0.0,53.1275,4.14232,1.31571,58.0,0.0,11.898,1.3262854464875482,273.6000000000001,0.0449963,,,,-0.7013491910761157,-0.661422422489984,-0.1638226284787213,0.04919674801829244,,,Tier 2 - Strong
182,Tim Herrin,CLE,Pitcher,RP,,,,5.592,24.5986,,,0.233814,,,2.665,0.0,56.8355,3.76693,1.35914,54.0,0.0,10.1933,1.3210612659595735,268.0,0.192803,,,,-0.7013491910761157,-0.583069048839596,0.6837703517135454,-0.44016614054211434,,,Tier 2 - Strong
183,George Springer,TOR,Batter,Batter,5.1,3.865795302727199,Brenden Freedman,25.7437,86.5848,72.7428,13.1382,0.260826,0.342038,0.455991,,,117.238,,,,,,1.3192628167358234,784.4,2.56954,0.9925449641470756,1.4510381602794467,0.6664802032192494,,,,,,,Tier 2 - Strong
184,Jason Adam,SDP,Pitcher,RP,,,,5.25422,20.1069,,,0.225171,,,2.3712,0.0,50.4018,3.63859,1.21955,46.0,0.0,0.6596,1.2799741097362678,221.50000000000003,0.352023,,,,-0.7013491910761157,-0.7190189140107125,0.9735492032489492,1.1327135650564835,,,Tier 2 - Strong
185,Jason Adam,SDP,Pitcher,RP,,,,5.25422,20.1069,,,0.225171,,,2.3712,0.0,50.4018,3.63859,1.21955,46.0,0.0,0.6596,1.2799741097362678,221.50000000000003,0.352023,,,,-0.7013491910761157,-0.7190189140107125,0.9735492032489492,1.1327135650564835,,,Tier 2 - Strong
186,Logan Gilbert,SEA,Pitcher,SP,13.8,10.852532167115788,Ross & Jack Kantor,20.9773,67.9785,,,0.227512,,,11.0144,16.1895,182.023,3.39244,1.09786,166.486,0.0,0.0,1.2715926373215758,824.7000000000002,3.16617,,,,1.9628759432611325,2.062255375070307,1.5293312221474988,2.50389868844851,Partial,Ross & Jack Kantor,Tier 2 - Strong
187,Anthony Banda,LAD,Pitcher,RP,,,,7.45556,27.0225,,,0.241291,,,2.804,0.0,53.9758,4.10966,1.35289,55.0,0.0,13.2412,1.2578301452518585,270.29999999999995,0.137275,,,,-0.7013491910761157,-0.6434970808320486,-0.09007962324928163,-0.36974205457613274,,,Tier 2 - Strong
188,Alec Burleson,STL,Batter,Batter,5.0,4.022319129799904,Jake Zuckman & Andrew Meyers,20.2378,66.1361,72.862,5.7734,0.278016,0.333164,0.455014,,,76.0454,,,,,,1.243063973456709,669.3,2.14367,0.20581466669822066,0.06371401539540161,0.6750573312564067,,,,,,,Tier 2 - Strong
189,Huascar Brazobán,NYM,Pitcher,RP,,,,6.25956,26.5785,,,0.239715,,,2.8172,0.0,53.34,3.93627,1.35011,56.0,0.0,10.8124,1.196585735795877,277.0000000000001,0.161255,,,,-0.7013491910761157,-0.6569321064434068,0.3014176111883355,-0.3384174211384645,,,Tier 2 - Strong
190,Richard Lovelady,NYM,Pitcher,RP,,,,5.772,24.0517,,,0.246682,,,2.6483,0.0,46.6791,3.81799,1.31742,52.0,0.0,7.3019,1.154182858918072,239.6,0.110797,,,,-0.7013491910761157,-0.7976829118770283,0.5684819914252659,0.029928718097999026,,,Tier 2 - Strong
191,Jordan Hicks,BOS,Pitcher,RP,,,,5.71622,27.8966,,,0.251953,,,2.8674,0.0,54.6234,3.97311,1.36971,58.0,0.0,12.0971,1.1526344608715595,289.80000000000007,0.287449,,,,-0.7013491910761157,-0.6298127106119863,0.21823658508139795,-0.5592673547277803,,,Tier 2 - Strong
192,Eric Orze,MIN,Pitcher,RP,,,,7.33667,30.7738,,,0.243758,,,3.0001,0.0,59.807,4.1398,1.38287,62.0,2.85,12.0861,1.1317526294389546,311.8999999999999,0.278558,,,,-0.7013491910761157,-0.5202785823341679,-0.15813272115544633,-0.7075523101377498,,,Tier 2 - Strong
193,Christian Scott,NYM,Pitcher,RP,1.5,1.3781942099076558,Ross & Jack Kantor,7.1393,23.4052,,,0.239147,,,2.9821,2.2955,50.0497,3.80081,1.19195,51.4853,0.0,0.7021,1.0883807152988298,222.50000000000009,0.505774,,,,-0.3235902240993002,-0.7264591035636525,0.6072727088117261,1.443706328682252,,,Tier 2 - Strong
194,Justin Lawrence,PIT,Pitcher,RP,,,,5.63889,27.588,,,0.243622,,,2.8077,0.0,57.0132,3.9384,1.38915,58.0,1.069,11.5066,1.086116976538379,292.0,0.277046,,,,-0.7013491910761157,-0.5793140880797056,0.29660828476032813,-0.7783144317163677,,,Tier 2 - Strong
195,Jovani Morán,BOS,Pitcher,RP,,,,5.408,23.4259,,,0.236371,,,2.6529,0.0,55.043,3.72629,1.33327,52.0,0.0,6.9722,1.0841088502120173,264.1,0.333538,,,,-0.7013491910761157,-0.620946185373663,0.7755313968000248,-0.14866676391172684,,,Tier 2 - Strong
196,Tim Hill,NYY,Pitcher,RP,,,,6.80533,32.7455,,,0.27673,,,3.2731,0.0,39.7556,4.05503,1.41837,66.0,0.0,14.9662,1.080579760079356,280.50000000000006,-0.00644251,,,,-0.7013491910761157,-0.9439826913992666,0.033269439080303935,-1.107561118424518,,,Tier 2 - Strong
197,Jose Altuve,HOU,Batter,Batter,11.0,10.210168791306844,Zack Semler,20.2339,74.7848,72.4479,11.7606,0.266458,0.332214,0.43304,,,100.366,,,,,,1.077357311601512,703.2,2.58627,0.20525740119030153,0.6504774933601938,0.6452604460199387,,,,,Partial,Zack Semler,Tier 2 - Strong
198,Ian Hamilton,ATL,Pitcher,RP,,,,5.772,25.1098,,,0.239042,,,2.8063,0.0,56.3989,3.8508,1.35975,54.0,0.0,9.7916,1.072776103866616,272.4,0.27666,,,,-0.7013491910761157,-0.5922947993616455,0.4944003012361072,-0.44703953133239405,,,Tier 2 - Strong
199,David Robertson,,Pitcher,RP,,,,4.41889,17.4945,,,0.224957,,,2.1357,0.0,47.1392,3.53119,1.25137,41.0,0.0,0.0,1.0686152472743058,203.20000000000005,0.349482,,,,-0.7013491910761157,-0.7879605852274749,1.2160476344076099,0.7741704585864811,,,Tier 3 - Solid
200,Jarren Duran,BOS,Batter,Batter,,,,15.1106,78.2898,61.3918,20.4174,0.257614,0.325092,0.435713,,,135.913,,,,,,1.0254900090195043,691.1,1.99216,-0.5268037210457938,0.8882711490849377,-0.15028976615808734,,,,,,,Tier 2 - Strong
201,Enyel De Los Santos,HOU,Pitcher,RP,,,,8.79333,30.4673,,,0.244278,,,2.9408,0.0,58.6384,4.27419,1.32638,60.0,0.0,12.3772,1.0145096160011926,273.1,0.0801891,,,,-0.7013491910761157,-0.544972150955485,-0.46157186606617534,-0.07103125154282912,,,Tier 3 - Solid
202,Gleyber Torres,DET,Batter,Batter,3.7,3.6677366195789403,Steve Cornish,17.5898,79.9757,65.8961,4.9468,0.259673,0.346169,0.405899,,,108.609,,,,,,1.0087965368747671,733.5,2.85312,-0.17255432431951803,1.0026495582679182,0.17382061821917796,,,,,,,Tier 2 - Strong
203,Otto Lopez,MIA,Batter,Batter,,,,9.9737,50.7057,51.6166,13.7046,0.270217,0.326379,0.395709,,,73.0891,,,,,,0.9824233020171413,520.2,2.16388,-1.2608081281300167,-0.9831479604377205,-0.8536718298227289,,,,,,,Tier 2 - Strong
204,Josh Naylor,SEA,Batter,Batter,,,,22.5343,70.5555,79.7969,14.9529,0.265278,0.330131,0.449435,,,89.3087,,,,,,0.9701792410020643,718.2,2.4335,0.5339583177073738,0.36354433839395617,1.1740634153577978,,,,,,,Tier 2 - Strong
205,David Festa,MIN,Pitcher,RP,1.5,1.5626806500542922,Nolan Chidester,5.99441,22.1525,,,0.235527,,,2.7398,1.3523,53.1538,3.72796,1.22319,49.5861,0.0,0.6546,0.9598890214375442,235.2,0.672909,,,,-0.47880793599323723,-0.6608666798451606,0.7717607042484893,1.0916985773898955,,,Tier 3 - Solid
206,Jurickson Profar,ATL,Batter,Batter,6.3,6.626887144206774,Ross & Jack Kantor,17.9769,76.4785,70.0518,8.6835,0.254438,0.348544,0.412479,,,99.326,,,,,,0.9506725952783821,710.2,1.61974,-0.11724215044377531,0.7653850867128321,0.4728472204340837,,,,,Partial,Ross & Jack Kantor,Tier 2 - Strong
207,Daniel Lynch IV,KCR,Pitcher,RP,,,,7.24389,29.4255,,,0.261776,,,2.8725,0.0,46.3816,4.15423,1.33563,59.0,0.0,10.8517,0.9371091238396225,264.9,0.172685,,,,-0.7013491910761157,-0.803969354342236,-0.19071421428039467,-0.17525889877248266,,,Tier 3 - Solid
208,Grant Anderson,MIL,Pitcher,RP,,,,7.54133,27.5489,,,0.241593,,,2.7112,0.0,54.8656,4.11599,1.32303,56.0,0.0,9.7402,0.9033347347185006,258.8000000000001,0.0821715,,,,-0.7013491910761157,-0.6246948068638406,-0.10437212854941534,-0.033283941465063936,,,Tier 3 - Solid
209,Cody Bellinger,,Batter,Batter,7.8,8.703663353958653,Nick & Alex Gianaris,22.1517,74.3627,80.6855,9.9782,0.267368,0.330754,0.451305,,,89.5982,,,,,,0.8961743673659386,741.0,2.7439,0.47928914249461446,0.6218404884867517,1.238003314467014,,,,,,,Tier 2 - Strong
210,Alex Bregman,,Batter,Batter,7.9,8.874549203225389,Ethan Gobetz,22.6218,81.8935,78.9974,2.6924,0.261674,0.346405,0.44134,,,87.753,,,,,,0.8901860611836829,790.9,3.73466,0.5464610694876048,1.1327610198795914,1.1165347755448143,,,,,Partial,Ethan Gobetz,Tier 2 - Strong
211,Jacob deGrom,TEX,Pitcher,SP,,,,24.6831,76.8127,,,0.225878,,,12.0789,18.2323,213.722,3.476,1.09234,184.508,0.0,0.0,0.8893332134451679,929.5,4.30954,,,,2.2990493336946933,2.732083743825335,1.3406611205868135,2.566097241173664,,,Tier 3 - Solid
212,Christian Yelich,MIL,Batter,Batter,2.8,3.1871094092060934,Brian Frederick,15.9102,57.2905,59.8078,12.3424,0.257954,0.344286,0.423474,,,112.532,,,,,,0.8785390272176059,573.3,1.33664,-0.41255000306324696,-0.5364079706470511,-0.26426770920219833,,,,,Partial,Brian Frederick,Tier 2 - Strong
213,Daylen Lile,WSN,Batter,Batter,,,,10.5167,51.3843,53.6012,11.9211,0.270557,0.325545,0.429135,,,79.713,,,,,,0.8551787807504713,537.6,1.5311,-1.1832196227966962,-0.9371089376774316,-0.7108684044658209,,,,,,,Tier 2 - Strong
214,George Kirby,SEA,Pitcher,SP,23.9,28.76771702476313,Jake Levine & Johnny Drago,22.0991,75.4406,,,0.239141,,,11.4747,17.1252,174.012,3.50094,1.11685,178.218,0.0,0.0,0.830792376726557,842.5999999999999,3.16044,,,,2.1168594176241062,1.892975742839116,1.2843491012842345,2.2899221456494767,,,Tier 3 - Solid
215,Connor Prielipp,MIN,Pitcher,RP,,,,6.92625,28.5528,,,0.24623,,,3.1452,0.7248,58.9815,3.86905,1.32112,61.234,0.0,6.8073,0.8226865995172227,282.50000000000006,0.435403,,,,-0.5820724760838283,-0.5377221394939294,0.45319363113698635,-0.01176234079386189,,,Tier 3 - Solid
216,Bryson Stott,PHI,Batter,Batter,,,,12.5889,60.0268,56.5364,21.3173,0.256738,0.326572,0.394157,,,86.1825,,,,,,0.7913974223002178,588.6,2.34178,-0.8871258829224672,-0.35076609328339414,-0.4996638221280216,,,,,,,Tier 2 - Strong
217,Tyler Alexander,TEX,Pitcher,RP,,,,13.8076,44.4857,,,0.260491,,,4.055,1.0544,67.257,4.50107,1.31558,83.5136,0.0,13.6122,0.7831627568236947,335.2000000000001,0.0975104,,,,-0.527831850723097,-0.36285338446594,-0.9738441571395173,0.05066156900638443,,,Tier 3 - Solid
218,Alec Bohm,PHI,Batter,Batter,,,,14.2503,60.805,67.1364,2.5351,0.274883,0.329709,0.424955,,,83.0661,,,,,,0.7787008354171279,607.8,2.11353,-0.6497307765490267,-0.2979697957413127,0.26306736238433553,,,,,,,Tier 2 - Strong
219,Konnor Pilkington,WSN,Pitcher,RP,,,,6.92233,27.6803,,,0.240231,,,2.6876,0.0,54.8304,4.04392,1.39906,57.0,1.153,11.3886,0.7728283242923653,272.49999999999994,0.0219211,,,,-0.7013491910761157,-0.6254386145101443,0.058354705096810566,-0.889978862424025,,,Tier 3 - Solid
220,Caleb Durbin,MIL,Batter,Batter,1.0,1.302022945820041,Zack Semler,10.0704,51.686,50.2559,18.5107,0.257635,0.331376,0.395165,,,55.1641,,,,,,0.7680356196565947,521.5,2.15133,-1.246990801305464,-0.9166403653715388,-0.9515820489515936,,,,,,,Tier 2 - Strong
221,Ryan O'Hearn,PIT,Batter,Batter,,,,13.3442,52.1674,56.5856,2.5846,0.269318,0.34093,0.425963,,,83.37,,,,,,0.7663578986219058,532.2,0.995325,-0.7792021295555117,-0.8839802039262058,-0.49612359813953033,,,,,,,Tier 2 - Strong
222,Jonathan Aranda,TBR,Batter,Batter,,,,17.69,58.3669,61.6181,1.7758,0.263357,0.350598,0.441613,,,122.388,,,,,,0.765527311517228,607.9,1.70731,-0.15823688742375602,-0.4633805552341796,-0.13400617492647013,,,,,,,Tier 2 - Strong
223,DL Hall,MIL,Pitcher,RP,1.5,2.000547457425099,Brian Frederick,6.32667,24.2646,,,0.237821,,,2.5839,0.0,51.8851,3.88571,1.32849,52.0,0.0,6.5778,0.7497947596457657,248.8,0.136822,,,,-0.7013491910761157,-0.6876754514606531,0.4155770216108853,-0.0948064229649448,,,Tier 3 - Solid
224,Cole Henry,WSN,Pitcher,RP,,,,9.27289,35.6502,,,0.243821,,,2.8062,0.0,58.9637,4.69925,1.4564,64.0,16.142,8.129,0.7450208211970347,325.90000000000003,-0.176476,,,,-0.7013491910761157,-0.5380982694968897,-1.4213147259199945,-1.5360775967103166,,,Tier 3 - Solid
225,Yennier Cano,BAL,Pitcher,RP,,,,5.15378,23.6241,,,0.249551,,,2.7137,0.0,49.2111,3.72891,1.32813,52.0,0.0,4.621,0.7252861986997329,248.3,0.351081,,,,-0.7013491910761157,-0.7441794755008735,0.7696156995036035,-0.09074999561330527,,,Tier 3 - Solid
226,Manny Machado,SDP,Batter,Batter,8.5,12.243342888485822,Tyler Hart,26.2769,75.1958,85.2932,8.7805,0.268068,0.329114,0.465295,,,115.953,,,,,,0.6942548352536768,757.4,3.33102,1.06873316128101,0.6783614284537374,1.5695539256818805,,,,,,,Tier 2 - Strong
227,Zach Neto,LAA,Batter,Batter,,,,26.0401,83.0504,69.3989,26.8771,0.252422,0.319721,0.4564,,,142.879,,,,,,0.6888880324690312,752.7,3.71573,1.0348971427489098,1.2112498872998354,0.42586729681444974,,,,,,,Tier 2 - Strong
228,Cole Ragans,KCR,Pitcher,SP,11.0,16.09306170198129,JD Barnett,17.8325,67.1037,,,0.216084,,,11.8458,17.6211,210.53,3.22649,1.16793,172.018,0.0,0.0,0.6835243786237233,908.0,4.24898,,,,2.1984672031713957,2.664633914080988,1.9040296825830638,1.7143601758667104,Partial,JD Barnett,Tier 3 - Solid
229,Colton Gordon,HOU,Pitcher,RP,,,,6.57556,20.8211,,,0.249297,,,2.2315,0.0,40.1086,3.9682,1.21725,44.0,0.0,0.6631,0.6776362845784989,172.7,0.225557,,,,-0.7013491910761157,-0.9365234840371881,0.22932287276286042,1.1586296286919642,,,Tier 3 - Solid
230,Michael Harris II,ATL,Batter,Batter,9.4,13.981157395868822,Jake Levine & Johnny Drago,18.8138,61.3379,66.4634,15.1928,0.274984,0.310634,0.464362,,,91.9505,,,,,,0.67233346523783,603.5,3.05965,0.0023413120119443014,-0.2618156618937476,0.21464112774501307,,,,,,,Tier 2 - Strong
231,Cole Winn,TEX,Pitcher,RP,,,,8.351,33.1132,,,0.250714,,,2.9703,0.0,55.516,4.39572,1.41323,63.0,5.761,11.3279,0.6685943390354384,302.20000000000005,-0.103985,,,,-0.7013491910761157,-0.6109512701264588,-0.7359744204303462,-1.0496443501260964,,,Tier 3 - Solid
232,Eric Lauer,TOR,Pitcher,RP,,,,8.83517,27.4616,,,0.245314,,,2.9363,0.5939,54.6983,4.07135,1.25089,56.8381,0.0,4.154,0.6649615646787961,239.69999999999996,0.257313,,,,-0.60361403512424,-0.6282300062736869,-0.0035794845371001655,0.7795790283886689,,,Tier 3 - Solid
233,Sawyer Gipson-Long,DET,Pitcher,RP,,,Jake Levine & Johnny Drago,6.88338,25.9095,,,0.247763,,,2.9625,1.441,51.3689,3.83724,1.23052,56.1145,0.0,0.6104,0.6571019651641711,242.9000000000001,0.541396,,,,-0.46421102012704535,-0.6985832215465028,0.5250174215946867,1.0091052093689927,,,Tier 3 - Solid
234,Jordan Wicks,CHC,Pitcher,RP,,,,5.50055,20.6313,,,0.247658,,,2.5617,1.465,41.7209,3.70973,1.26428,45.8804,0.0,0.7242,0.6338736033163922,195.2,0.438182,,,,-0.460261460027963,-0.9024541355106185,0.8129222163529806,0.628702466615152,,,Tier 3 - Solid
235,Porter Hodge,CHC,Pitcher,RP,3.0,4.814210746846212,Jake Zuckman & Andrew Meyers,6.05511,24.1977,,,0.2292,,,2.6096,0.0,56.3964,3.86938,1.35958,52.0,0.0,7.5315,0.6231551042848091,254.0,0.131587,,,,-0.7013491910761157,-0.5923476266092523,0.4524485242256051,-0.4451239961941193,,,Tier 3 - Solid
236,Brandon Nimmo,TEX,Batter,Batter,6.0,9.838119480133697,Jake Zuckman & Andrew Meyers,22.5643,84.5793,71.2424,9.6937,0.255591,0.336227,0.427994,,,141.694,,,,,,0.609872650166113,762.2,2.61449,0.5382449754605956,1.3149767689653313,0.558517762724689,,,,,,,Tier 3 - Solid
237,Matt Olson,ATL,Batter,Batter,24.0,41.1496520402295,Tyler Hart,30.8217,93.5477,91.0061,1.1675,0.25599,0.34928,0.477671,,,157.32,,,,,,0.5832370095508139,883.1,3.20447,1.7181332331758055,1.92343001347369,1.9806300562479795,,,,,Partial,Tyler Hart,Tier 3 - Solid
238,Cristopher Sánchez,PHI,Pitcher,SP,2.0,3.52577520871472,JD Barnett,17.6489,77.3882,,,0.242515,,,13.468,21.089,192.403,3.15767,1.17823,198.055,0.0,0.0,0.5672511381487297,981.0,4.68906,,,,2.769162180988385,2.2815941071336905,2.0594183421020493,1.5983012821947722,Partial,JD Barnett,Tier 3 - Solid
239,Joel Peguero,SFG,Pitcher,RP,,,,7.65156,33.8224,,,0.261418,,,2.9269,0.0,50.9093,4.39365,1.43056,64.0,4.789,12.4644,0.5624272973275475,291.6,-0.3244,,,,-0.7013491910761157,-0.7082949827465346,-0.7313005679862273,-1.2449162556925681,,,Tier 3 - Solid
240,Luis García Jr.,WSN,Batter,Batter,,,,15.1707,53.593,59.1416,12.9448,0.273255,0.314992,0.438136,,,72.6337,,,,,,0.5561310985126559,545.0,1.7743,-0.5182161166801721,-0.7872616203024695,-0.31220464459107905,,,,,,,Tier 3 - Solid
241,Jackson Rutledge,WSN,Pitcher,RP,,,,7.57167,28.0598,,,0.248537,,,2.5278,0.0,48.3702,4.27624,1.33345,55.0,0.0,10.0139,0.5495571201612321,237.8,0.128203,,,,-0.7013491910761157,-0.7619484485058927,-0.46620056051566483,-0.15069497758754785,,,Tier 3 - Solid
242,Drake Baldwin,ATL,Batter,Batter,,,,17.0152,57.1561,63.1621,0.9094,0.267768,0.340379,0.44675,,,78.6958,,,,,,0.5452132582608207,572.6,2.24857,-0.254658109152899,-0.5455262209550127,-0.02290646276731134,,,,,,,Tier 3 - Solid
243,Lake Bachar,MIA,Pitcher,RP,,,,7.80889,28.1789,,,0.241805,,,2.601,0.0,54.2316,4.22666,1.34063,56.0,0.0,9.8757,0.5274342811028769,253.80000000000013,0.0458829,,,,-0.7013491910761157,-0.6380917968569221,-0.354253891829945,-0.23159816754526594,,,Tier 3 - Solid
244,Paul Blackburn,NYY,Pitcher,RP,,,,9.50595,32.9143,,,0.254707,,,3.5896,1.2614,58.5061,4.0405,1.27349,67.6848,0.0,4.6192,0.5235644350221274,278.40000000000003,0.496087,,,,-0.49376689486851166,-0.547767768898836,0.06607672217839963,0.5249255335356836,,,Tier 3 - Solid
245,Tyler Gilbert,CHW,Pitcher,RP,,,,8.08267,28.0671,,,0.251447,,,2.6102,0.0,49.3809,4.20378,1.33984,56.0,0.0,9.4179,0.5186627956650696,241.0000000000001,0.106684,,,,-0.7013491910761157,-0.7405914488434205,-0.3025931459741713,-0.22269656307916522,,,Tier 3 - Solid
246,Carlos Correa,HOU,Batter,Batter,5.0,10.67870540374919,Ethan Gobetz,15.5246,58.8141,62.1126,0.569,0.26749,0.337554,0.431772,,,95.1396,,,,,,0.4682215503617647,581.3,3.16386,-0.4676478440513286,-0.4330406628404261,-0.09842404561124725,,,,,Partial,Ethan Gobetz,Tier 3 - Solid
247,Isaac Mattson,PIT,Pitcher,RP,,,,8.78222,33.6589,,,0.245828,,,2.9428,0.0,59.0833,4.43215,1.39713,64.0,2.137,13.0817,0.45941719665864755,291.30000000000007,0.0414691,,,,-0.7013491910761157,-0.535571013971381,-0.8182297076473857,-0.8682319046777304,,,Tier 3 - Solid
248,Braydon Fisher,TOR,Pitcher,RP,,,,6.82933,25.1485,,,0.232271,,,2.6003,0.0,56.5752,4.04698,1.32777,52.0,0.0,6.7503,0.44112433164366516,246.50000000000009,0.234802,,,,-0.7013491910761157,-0.5885694218604147,0.05144553191854792,-0.08669356826166323,,,Tier 3 - Solid
249,Cade Gibson,MIA,Pitcher,RP,,,,6.25333,29.8143,,,0.26136,,,2.805,0.0,47.0548,4.09573,1.4163,60.0,0.0,11.9706,0.4398215147912554,269.6,-0.000645988,,,,-0.7013491910761157,-0.7897440331066802,-0.05862707999006198,-1.0842366611525849,,,Tier 3 - Solid
250,Jackson Holliday,BAL,Batter,Batter,1.5,3.5279869546719045,Brenden Freedman,13.717,66.2223,47.8392,14.4623,0.250704,0.334389,0.40269,,,104.341,,,,,,0.4251716401654033,554.2,2.34495,-0.7259332625421383,0.06956217891137143,-1.1254775634431986,,,,,,,Tier 3 - Solid
251,Jacob Webb,CHC,Pitcher,RP,,,,7.854,27.817,,,0.24397,,,2.5773,0.0,50.3752,4.34154,1.34564,54.0,0.0,10.7542,0.42024235092553797,240.60000000000005,-0.0237396,,,,-0.7013491910761157,-0.7195809959252488,-0.6136414129799167,-0.2880501148555955,,,Tier 3 - Solid
252,Ryan Zeferjahn,LAA,Pitcher,RP,,,,8.35333,30.7229,,,0.23369,,,2.7628,0.0,64.0491,4.30812,1.38538,60.0,1.043,11.9403,0.41833402750553694,289.8,-0.0115713,,,,-0.7013491910761157,-0.43063919550506613,-0.5381824039545673,-0.7358346230616877,,,Tier 3 - Solid
253,Kyle Nicolas,PIT,Pitcher,RP,,,,6.32178,27.3287,,,0.240744,,,2.6761,0.0,56.165,4.0713,1.38641,56.0,0.0,10.124,0.416152817836281,270.4000000000001,0.161898,,,,-0.7013491910761157,-0.5972373166477366,-0.0034665895505274955,-0.7474405124288798,,,Tier 3 - Solid
254,Jakob Marsee,MIA,Batter,Batter,,,,12.1604,69.1778,45.5453,32.89,0.231767,0.330389,0.371865,,,120.512,,,,,,0.40702586284600095,580.2,2.10824,-0.9483536444976567,0.2700754883249183,-1.2905369091180003,,,,,,,Tier 3 - Solid
255,Jeff McNeil,ATH,Batter,Batter,,,,11.3947,55.6293,55.0466,3.5066,0.264252,0.334622,0.406912,,,62.3374,,,,,,0.3949446171410529,545.7,1.79504,-1.0577634392190622,-0.6491106299594464,-0.6068635314380699,,,,,,,Tier 3 - Solid
256,Matt Pushard,STL,Pitcher,RP,,,,7.47911,28.5648,,,0.251498,,,2.6383,0.0,47.5267,4.26673,1.35938,56.0,0.0,10.4578,0.39072319070470174,252.30000000000007,-0.104826,,,,-0.7013491910761157,-0.7797723618484229,-0.4447279340694937,-0.4428704254432082,,,Tier 3 - Solid
257,Colt Keith,DET,Batter,Batter,1.5,3.996464108464138,Brian Frederick,15.2943,61.6332,51.5866,4.3275,0.262392,0.335287,0.430049,,,96.3527,,,,,,0.3753317831187674,564.9,1.99107,-0.500555086736897,-0.2417812919834714,-0.8558305029864433,,,,,,,Tier 3 - Solid
258,Brandyn Garcia,ARI,Pitcher,RP,,,,5.148,26.0098,,,0.253539,,,2.7072,0.0,47.7586,3.96696,1.41146,54.0,0.0,9.9204,0.37241748674881336,258.3,0.0175076,,,,-0.7013491910761157,-0.7748721063604173,0.23212266842986945,-1.02970024898053,,,Tier 3 - Solid
259,Janson Junk,MIA,Pitcher,RP,,,,10.6221,38.6151,,,0.264663,,,3.817,2.004,58.0691,4.1623,1.25324,77.3454,0.0,4.2752,0.3714224543566814,301.9,0.512436,,,,-0.37156092280273817,-0.5570019717805027,-0.2089354651132661,0.7530995720654619,,,Tier 3 - Solid
260,Chase Silseth,LAA,Pitcher,RP,,,,6.45956,25.2414,,,0.243385,,,2.4615,0.0,51.1049,4.03585,1.34147,52.0,0.0,6.8582,0.3676732787717947,247.2,0.205702,,,,-0.7013491910761157,-0.7041617788937795,0.07657595592968201,-0.2410631646990932,,,Tier 3 - Solid
261,Evan Sisk,PIT,Pitcher,RP,,,,4.83022,24.1175,,,0.248825,,,2.5489,0.0,47.4504,3.81235,1.38855,52.0,0.0,6.837,0.3559732785047565,240.3,0.201374,,,,-0.7013491910761157,-0.781384649445382,0.5812165459106929,-0.7715537194636318,,,Tier 3 - Solid
262,Ernie Clement,TOR,Batter,Batter,,,,9.3671,50.7023,52.1865,6.7745,0.275918,0.31294,0.405686,,,46.2136,,,,,,0.34999503158517187,488.9,1.75974,-1.3474843479001677,-0.983378630460392,-0.8126642352893708,,,,,,,Tier 3 - Solid
263,Cooper Criswell,NYM,Pitcher,RP,,,,7.969,32.7795,,,0.2578,,,3.5893,1.3496,54.6728,3.98135,1.30575,67.982,0.0,4.6807,0.338261740646022,283.4000000000001,0.274083,,,,-0.47925226150438405,-0.628768844199276,0.19963149129417904,0.16142457141367875,,,Tier 3 - Solid
264,Vinnie Pasquantino,KCR,Batter,Batter,5.7,17.142692333264144,JD Barnett,24.3882,71.9436,80.7921,1.3744,0.265695,0.335241,0.472552,,,84.2061,,,,,,0.33250319665012984,726.8,1.93707,0.798859477997323,0.45771876735587325,1.2456737997754117,,,,,Partial,JD Barnett,Tier 3 - Solid
265,Bryan Woo,SEA,Pitcher,SP,,,,26.1644,84.1093,,,0.234757,,,12.1494,19.0891,195.866,3.58908,1.12731,195.095,0.0,0.0,0.3239720292044366,901.6,3.28973,,,,2.4400486292319337,2.3547704105186136,1.085337818953468,2.17206039537681,,,Tier 3 - Solid
266,Kade Strowd,BAL,Pitcher,RP,,,,7.01333,30.5954,,,0.254051,,,2.9641,0.0,53.8486,4.2323,1.428,60.0,0.983,12.6949,0.3113926429073848,282.5,-0.0318051,,,,-0.7013491910761157,-0.646184931190282,-0.36698844631537303,-1.216070550080901,,,Tier 3 - Solid
267,TJ Friedl,CIN,Batter,Batter,,,,13.8479,65.8914,47.341,9.7534,0.249865,0.340162,0.395854,,,86.3465,,,,,,0.3086305033039097,569.7,1.88335,-0.7072291458789126,0.04711255817547476,-1.1613259291152793,,,,,,,Tier 3 - Solid
