Rank,Name,Team,Player_Type,Position,Salary_M,Dollar_Per_Score,Rostered_By,HR,R,RBI,SB,AVG,OBP,SLG,W,QS,SO,ERA,WHIP,IP,SV,HLD,Strategy_Score,FPTS,WAR,z_HR,z_R,z_RBI,z_QS,z_K,z_ERA,z_WHIP,Block_Type,Blocking_Franchise,Tier
88,Gavin Williams,CLE,Pitcher,SP,,,,22.5997,86.5602,,,0.240063,,,10.1913,15.0641,180.401,4.067,1.34882,177.33,0.0,0.0,1.8594671046320468,714.1000000000001,1.99685,,,,0.8108850344138635,1.1275638411347886,0.23417275003356686,-0.4642762289843899,,,Tier 2 - Strong
89,Shane Bieber,TOR,Pitcher,SP,,,,19.4997,71.4595,,,0.253749,,,9.6034,13.8616,139.639,3.86406,1.23529,153.005,0.0,0.0,1.8317417639401519,657.7,2.46885,,,,0.4892347439758244,-0.047339750815881154,0.6709261302250475,0.7881431189513125,,,Tier 2 - Strong
90,Josh Naylor,SEA,Batter,Batter,,,,22.5343,70.5555,79.7969,14.9529,0.265278,0.330131,0.449435,,,89.3087,,,,,,1.8056114541689643,718.2,2.4335,0.5339583177073738,0.36354433839395617,1.1740634153577978,,,,,,,Tier 2 - Strong
91,Sandy Alcantara,MIA,Pitcher,SP,,,,22.2239,93.34,,,0.258897,,,10.0485,16.2924,158.583,4.14847,1.31474,186.581,0.0,0.0,1.7825331592683957,747.7999999999998,2.51171,,,,1.1394364287964363,0.4986926726646515,0.05883867156604123,-0.08831876067074038,,,Tier 2 - Strong
92,Jazz Chisholm Jr.,NYY,Batter,Batter,,,,26.5708,72.5299,75.8234,27.26,0.241563,0.318463,0.44833,,,141.564,,,,,,1.7635249409464298,685.3,3.12555,1.110728118403409,0.4974957774418693,0.8881471548238504,,,,,,,Tier 2 - Strong
93,Spencer Torkelson,DET,Batter,Batter,,,,23.7819,68.1783,73.0258,1.9633,0.228491,0.320093,0.425351,,,151.247,,,,,,1.7250005157122268,653.8,1.18466,0.712226124804704,0.20226528607188413,0.686843686730287,,,,,,,Tier 2 - Strong
94,Ryan Pepiot,TBR,Pitcher,SP,5.5,3.2563628740912156,JD Barnett,27.4173,88.4269,,,0.242387,,,9.9707,13.9999,179.126,4.2577,1.29493,174.756,0.0,0.0,1.6890009537204718,681.5000000000001,2.08453,,,,0.5262278709343118,1.0908138759776052,-0.17623855184144585,0.13021754940242458,Partial,JD Barnett,Tier 2 - Strong
95,Nick Lodolo,CIN,Pitcher,SP,,,,22.25,75.0878,,,0.246613,,,9.2865,12.7813,157.609,4.06803,1.23218,154.395,0.0,0.0,1.685211197310246,634.8000000000002,2.40229,,,,0.20027107764716462,0.4706185816347722,0.23195605553471368,0.8224514442581035,,,Tier 2 - Strong
96,William Contreras,MIL,Batter,Batter,,,,19.9153,74.3872,74.4436,6.1572,0.269559,0.358829,0.444685,,,110.376,,,,,,1.586823564440293,758.9,4.24866,0.15973309585108267,0.623502669532474,0.788862580447421,,,,,,,Tier 2 - Strong
97,Byron Buxton,MIN,Batter,Batter,5.0,3.1730861050675365,Jake Zuckman & Andrew Meyers,25.5534,71.7553,63.7502,14.4183,0.24773,0.315257,0.489176,,,132.988,,,,,,1.5757530159723097,652.7,2.89735,0.9653532651324699,0.4449437187473229,0.01941072681869954,,,,,,,Tier 2 - Strong
98,Matt Chapman,SFG,Batter,Batter,,,,22.163,70.8347,75.7314,8.6897,0.23789,0.329887,0.427032,,,146.286,,,,,,1.5737431633184291,698.0,3.27271,0.48090378358166125,0.38248641790275767,0.8815272237884593,,,,,,,Tier 2 - Strong
99,Hunter Goodman,COL,Batter,Batter,1.5,0.9657812169197928,Jake Zuckman & Andrew Meyers,23.995,59.4672,70.4358,2.4368,0.254587,0.303769,0.487233,,,119.353,,,,,,1.553146793208522,589.4,1.63317,0.7426756837117585,-0.3887316652501752,0.5004782369296258,,,,,Partial,Jake Zuckman & Andrew Meyers,Tier 2 - Strong
100,Ian Happ,CHC,Batter,Batter,,,,21.0899,78.3572,72.2207,7.8477,0.240489,0.338513,0.415313,,,150.516,,,,,,1.5465059355192332,729.8,2.08628,0.32757003574890614,0.892843843063782,0.6289120945934089,,,,,,,Tier 2 - Strong
101,Ezequiel Tovar,COL,Batter,Batter,,,,20.7154,79.6018,68.5744,10.6309,0.262517,0.304173,0.440653,,,147.11,,,,,,1.406961696139518,712.2,2.67458,0.27405825812951656,0.977282640186468,0.3665397626983706,,,,,,,Tier 2 - Strong
102,Christian Walker,HOU,Batter,Batter,,,,24.2686,62.7133,70.4376,3.0341,0.22977,0.304604,0.430107,,,139.12,,,,,,1.3252883853131943,584.6,1.15966,0.781770002421144,-0.16850285331063405,0.5006077573194488,,,,,,,Tier 2 - Strong
103,Chase Burns,CIN,Pitcher,SP,1.0,0.8095752192939519,Brenden Freedman,18.2177,59.8423,,,0.231568,,,8.4803,10.7165,152.31,3.72758,1.19602,133.954,0.0,0.6661,1.2352156738099291,633.3999999999999,2.68708,,,,-0.3520312256347173,0.31788284409131,0.9646489119759742,1.2213546735486434,,,Tier 2 - Strong
104,Jose Altuve,HOU,Batter,Batter,11.0,8.948923648534569,Zack Semler,20.2339,74.7848,72.4479,11.7606,0.266458,0.332214,0.43304,,,100.366,,,,,,1.2291981060539392,703.2,2.58627,0.20525740119030153,0.6504774933601938,0.6452604460199387,,,,,Partial,Zack Semler,Tier 2 - Strong
105,Jake Burger,TEX,Batter,Batter,,,,23.6519,59.0299,69.4616,1.9246,0.246272,0.298081,0.454646,,,121.009,,,,,,1.1963663176663295,566.9,1.27907,0.693650607874075,-0.41839990081320827,0.43037892372661296,,,,,,,Tier 2 - Strong
106,Bryan Reynolds,PIT,Batter,Batter,6.6,5.542442301979585,JD Barnett,19.666,71.6054,73.2633,5.2366,0.254102,0.325019,0.421962,,,148.056,,,,,,1.1908107726521011,688.4,1.3632,0.12411096992180717,0.4347738845124757,0.703933182609691,,,,,,,Tier 2 - Strong
107,Alec Burleson,STL,Batter,Batter,5.0,4.2621558134665225,Jake Zuckman & Andrew Meyers,20.2378,66.1361,72.862,5.7734,0.278016,0.333164,0.455014,,,76.0454,,,,,,1.1731152540698342,669.3,2.14367,0.20581466669822066,0.06371401539540161,0.6750573312564067,,,,,,,Tier 2 - Strong
108,Sean Manaea,NYM,Pitcher,SP,7.0,6.144770730303836,Steve Cornish,21.2639,71.5996,,,0.238801,,,9.5106,12.0761,148.994,4.01992,1.25674,149.162,0.0,0.0,1.139180012930096,609.1000000000001,1.78122,,,,0.011640903163251951,0.2223041111805494,0.33549505780638134,0.5515149588771401,,,Tier 3 - Solid
109,Grayson Rodriguez,LAA,Pitcher,SP,9.1,8.166806106251528,Tyler Hart,16.7702,58.9047,,,0.237503,,,7.7213,11.4737,135.613,3.80157,1.24457,128.892,0.0,0.0,1.1142666890345456,566.3,2.26519,,,,-0.14949184940213273,-0.16338317020632834,0.8054127702573998,0.6857697238236522,,,Tier 3 - Solid
110,Casey Mize,DET,Pitcher,SP,,,,21.8212,79.6215,,,0.253208,,,9.595,13.3033,143.362,4.0871,1.27107,162.441,0.0,0.0,1.079206056714314,645.5999999999998,2.27946,,,,0.3398980644319101,0.059970147443093515,0.19091492534721202,0.39343190368539716,,,Tier 3 - Solid
111,James Wood,WSN,Batter,Batter,1.5,1.495721465269206,Nick & Alex Gianaris,22.7992,73.72,60.9323,14.3015,0.259353,0.352468,0.474536,,,146.208,,,,,,1.002860515697703,704.0,2.46271,0.5718095056683247,0.578237069789378,-0.1833534434489772,,,,,,,Tier 2 - Strong
112,Brandon Pfaadt,ARI,Pitcher,SP,,,,25.0416,90.9119,,,0.262978,,,10.3904,13.9099,152.375,4.33441,1.28051,175.799,0.0,0.0,0.9661643524584523,676.1000000000001,1.88724,,,,0.5021542525231488,0.3197563717267742,-0.3413284887414584,0.2892934500210513,,,Tier 3 - Solid
113,Trey Yesavage,TOR,Pitcher,SP,,,Brenden Freedman,18.0187,67.2508,,,0.229684,,,9.3622,11.9141,161.615,3.81207,1.2773,146.759,0.0,0.6491,0.951135997347535,666.5999999999999,2.11007,,,,-0.03169160997684167,0.5860855309835378,0.7828153991525879,0.32470493691326946,,,Tier 3 - Solid
114,Clay Holmes,NYM,Pitcher,SP,,,,16.4657,84.1105,,,0.254911,,,10.939,15.2952,146.245,3.9148,1.38918,175.582,0.0,0.0,0.9410914304437011,704.8000000000002,2.1427,,,,0.8727007368007498,0.14306830395145403,0.56172702452427,-0.9095122448628821,,,Tier 3 - Solid
115,Tyler Soderstrom,ATH,Batter,Batter,,,,21.986,60.3932,67.2392,4.8457,0.259065,0.329269,0.475112,,,103.061,,,,,,0.9298785371638644,600.4,2.10981,0.4556125028376508,-0.3259080061343083,0.27046441575866303,,,,,,,Tier 2 - Strong
116,Gerrit Cole,NYY,Pitcher,SP,25.1,28.956029848942404,Ethan Gobetz,19.6329,62.5592,,,0.239,,,8.2248,11.3089,133.26,4.00397,1.22121,130.983,0.0,0.0,0.8668315418564455,543.2,1.89114,,,,-0.19357331955946222,-0.23120487061013423,0.3698215405798817,0.9434682701794885,,,Tier 3 - Solid
117,Trevor Rogers,BAL,Pitcher,SP,,,,22.4379,87.7782,,,0.257366,,,10.5515,14.9932,148.612,4.18121,1.34397,174.69,0.0,0.0,0.8620259685939651,669.8000000000001,2.24341,,,,0.7919203727988474,0.21129353338443632,-0.011622083669344817,-0.41077289209116424,,,Tier 3 - Solid
118,Mitch Keller,PIT,Pitcher,SP,,,,22.9765,93.5514,,,0.258095,,,9.7506,14.5128,155.552,4.34919,1.31861,179.816,0.0,0.0,0.8481554436244457,692.8999999999999,2.29717,,,,0.6634207474130397,0.41132863784784945,-0.373136978734708,-0.1310111140267804,,,Tier 3 - Solid
119,Jurickson Profar,ATL,Batter,Batter,6.3,7.805620958564374,Ross & Jack Kantor,17.9769,76.4785,70.0518,8.6835,0.254438,0.348544,0.412479,,,99.326,,,,,,0.8071106749153124,710.2,1.61974,-0.11724215044377531,0.7653850867128321,0.4728472204340837,,,,,Partial,Ross & Jack Kantor,Tier 2 - Strong
120,Randy Arozarena,SEA,Batter,Batter,7.0,8.688761029728346,Tyler Hart,21.3689,81.9202,66.9506,22.3815,0.233147,0.330558,0.403241,,,167.552,,,,,,0.8056384536356451,715.8,1.86132,0.3674359528538718,1.1345724579988063,0.24969797992373208,,,,,,,Tier 3 - Solid
121,Gleyber Torres,DET,Batter,Batter,3.7,4.843956456098659,Steve Cornish,17.5898,79.9757,65.8961,4.9468,0.259673,0.346169,0.405899,,,108.609,,,,,,0.7638384105087506,733.5,2.85312,-0.17255432431951803,1.0026495582679182,0.17382061821917796,,,,,,,Tier 3 - Solid
122,Brandon Lowe,PIT,Batter,Batter,,,,22.2843,64.4361,63.7111,4.1935,0.242766,0.311261,0.442375,,,127.87,,,,,,0.7466537723412006,580.6,1.81048,0.4982361697638562,-0.05162099594042316,0.016597256128658838,,,,,,,Tier 3 - Solid
123,Chris Bassitt,,Pitcher,SP,5.0,6.988063117919963,Brian Frederick,20.626,81.6813,,,0.25047,,,9.7513,13.3685,148.345,4.14525,1.31756,163.988,0.0,0.0,0.7155058441269887,636.9000000000002,2.08985,,,,0.3573380635475524,0.203597658327991,0.06576853203818309,-0.11942791737979296,,,Tier 3 - Solid
124,Brady Singer,CIN,Pitcher,SP,,,,26.4765,92.3353,,,0.256635,,,9.8273,13.6722,163.801,4.39499,1.32975,175.599,0.0,0.0,0.6601285844903184,649.8000000000002,2.29067,,,,0.43857315145277714,0.649093706539304,-0.47170455936331607,-0.2539033146433896,,,Tier 3 - Solid
125,Andy Pages,LAD,Batter,Batter,1.5,2.5186579760862284,Tyler Hart,21.0509,61.5977,68.3718,8.9173,0.255347,0.307524,0.449723,,,105.509,,,,,,0.5955552576975407,584.7,2.30322,0.32199738066971717,-0.24418975839666063,0.35196152326608693,,,,,,,Tier 3 - Solid
126,Daulton Varsho,TOR,Batter,Batter,,,,21.9818,59.9657,68.2788,6.4826,0.226761,0.2939,0.432002,,,127.311,,,,,,0.5945135036294403,541.9,1.64255,0.4550123707521996,-0.35491136927905254,0.3452696364585736,,,,,,,Tier 3 - Solid
127,Kris Bubic,KCR,Pitcher,SP,,,,17.3972,71.2827,,,0.246375,,,9.5755,12.3228,147.764,3.79699,1.29111,155.332,0.0,0.6688,0.5855496008453978,678.7,2.4797,,,,0.07762936607474002,0.18685120361714938,0.8152695283202601,0.17235832196574974,,,Tier 3 - Solid
128,Edward Cabrera,MIA,Pitcher,SP,,,,16.5972,68.9121,,,0.238443,,,8.3163,11.6504,149.599,4.02687,1.31069,142.261,0.0,0.0,0.5529158084269687,614.3,2.01564,,,,-0.10222731192154928,0.23974232994140862,0.3205377502655777,-0.04364071646093032,,,Tier 3 - Solid
129,Colson Montgomery,CHW,Batter,Batter,,,Nolan Chidester,22.8007,58.337,65.9065,2.7458,0.221118,0.299165,0.417785,,,147.979,,,,,,0.5045833079320519,543.8,2.17578,0.5720238385559858,-0.46540909455120366,0.17456895824926486,,,,,,,Tier 3 - Solid
130,Trea Turner,PHI,Batter,Batter,17.8,35.566130377385704,Ross & Jack Kantor,17.9146,85.397,64.8545,26.2152,0.280222,0.332064,0.441097,,,110.314,,,,,,0.5004761499529877,760.2,3.94761,-0.12614410971129997,1.370452909417863,0.0988714859750201,,,,,Partial,Ross & Jack Kantor,Tier 3 - Solid
131,Spencer Steer,CIN,Batter,Batter,6.0,12.560918302322843,Jake Levine & Johnny Drago,19.7798,65.6791,69.5617,9.2283,0.239547,0.323813,0.41943,,,119.362,,,,,,0.47767208221475677,633.9,1.06929,0.14037169166569657,0.03270925058335979,0.4375816965162059,,,,,,,Tier 3 - Solid
132,Marcell Ozuna,,Batter,Batter,,,,21.2793,58.983,63.5956,0.6591,0.241191,0.335913,0.439635,,,119.076,,,,,,0.41167704109562614,574.0,1.07859,0.354633135030915,-0.42158179024359077,0.00828636444835878,,,,,,,Tier 3 - Solid
133,Jeremy Peña,HOU,Batter,Batter,5.0,12.696624667113978,Brian Frederick,17.8674,78.8479,64.4384,16.2838,0.272277,0.326103,0.428994,,,105.466,,,,,,0.39380545074713397,699.6,3.4951,-0.1328884512430361,0.9261349548652454,0.06893068919430387,,,,,Partial,Brian Frederick,Tier 3 - Solid
134,Cade Cavalli,WSN,Pitcher,SP,,,,16.8409,73.2237,,,0.25459,,,8.5437,13.3356,127.23,3.97533,1.32861,151.72,0.0,0.0,0.3539907158827882,602.3,2.15709,,,,0.3485378185950273,-0.4050105881770476,0.4314585604314826,-0.2413272725695184,,,Tier 3 - Solid
135,Kyle Stowers,MIA,Batter,Batter,,,,20.6077,59.2341,64.6023,3.7997,0.240588,0.320562,0.44143,,,140.719,,,,,,0.290234865177979,584.5,1.55227,0.2586691567954495,-0.40454613062804623,0.08072424024539575,,,,,,,Tier 3 - Solid
136,Reid Detmers,LAA,Pitcher,SP,,,,20.3748,71.6448,,,0.237407,,,8.4172,11.6323,156.906,4.03344,1.28749,148.721,0.0,0.6594,0.2722476445242361,631.6000000000001,1.91692,,,,-0.10706878406868282,0.4503556596696742,0.3063982523457097,0.2122927713582204,,,Tier 3 - Solid
137,Adolis García,PHI,Batter,Batter,,,,22.0662,58.188,66.2481,9.5827,0.236568,0.296231,0.43257,,,129.924,,,,,,0.26675388261685257,546.4,0.87343,0.46707216789793093,-0.4755178690741672,0.1991490500067574,,,,,,,Tier 3 - Solid
138,Cody Ponce,TOR,Pitcher,SP,,,,19.6738,73.4264,,,0.250526,,,9.3055,11.6436,146.772,4.00521,1.26537,152.51,0.0,0.6491,0.26649262381740024,646.8000000000001,2.29793,,,,-0.10404620753483719,0.15825828954975607,0.3671528986589322,0.45631211405475575,,,Tier 3 - Solid
139,Quinn Priester,MIL,Pitcher,SP,,,,20.0088,84.9277,,,0.260805,,,9.7518,14.2104,137.707,4.1413,1.36381,169.088,0.0,0.0,0.2633701425068379,638.4000000000001,1.87308,,,,0.5825333895515319,-0.10302675684229579,0.0742694478347545,-0.6296401506399547,,,Tier 3 - Solid
140,Heliot Ramos,SFG,Batter,Batter,,,,19.1179,63.9049,64.3264,5.8046,0.256093,0.322886,0.428437,,,129.001,,,,,,0.14224309569578097,621.0,1.36361,0.0457937327704389,-0.08765979477665246,0.06087164271643782,,,,,,,Tier 3 - Solid
141,Shane Smith,CHW,Pitcher,SP,,,,23.7172,88.0664,,,0.25025,,,8.984,13.3127,153.331,4.38319,1.35104,168.339,0.0,0.0,0.12478962449055064,605.2,1.77665,,,,0.3424124201326314,0.3473116397191403,-0.44630941850267014,-0.48876641618087896,,,Tier 3 - Solid
142,Adley Rutschman,BAL,Batter,Batter,30.2,297.11643059288116,Nolan Chidester,16.8989,66.992,64.2236,1.2005,0.255242,0.342134,0.420739,,,83.81,,,,,,0.10164365511438526,633.8,3.4847,-0.27127605237622326,0.1217818013967739,0.05347458934211029,,,,,,,Tier 3 - Solid
143,Kyle Manzardo,CLE,Batter,Batter,1.5,15.706499558912018,Nolan Chidester,20.7813,55.0295,62.3897,1.6479,0.236293,0.321722,0.451125,,,104.933,,,,,,0.0955018649683077,536.4,1.42201,0.2834746163274282,-0.689803535723698,-0.07848510115574044,,,,,,,Tier 3 - Solid
144,Luis Severino,ATH,Pitcher,SP,,,,26.8367,98.3456,,,0.261659,,,10.2605,14.376,148.711,4.5149,1.35027,182.424,0.0,0.0,0.06938771038460151,616.8999999999999,1.87634,,,,0.6268288474280717,0.21414706009075932,-0.7297665373802685,-0.48027207197308885,,,Tier 3 - Solid
145,Yainer Diaz,HOU,Batter,Batter,,,,18.5371,56.6553,65.2938,1.6412,0.272929,0.308077,0.452761,,,81.5775,,,,,,0.06344681102691718,562.8,2.49343,-0.03719596133194126,-0.5795025584120607,0.13048165666900885,,,,,,,Tier 3 - Solid
146,Willson Contreras,BOS,Batter,Batter,,,,19.3405,59.6762,62.9067,3.7873,0.248265,0.338123,0.445642,,,120.421,,,,,,0.05485191830708354,580.2,1.46157,0.07760073329934698,-0.3745522432683001,-0.041283966967731844,,,,,,,Tier 3 - Solid
147,Michael Harris II,ATL,Batter,Batter,9.4,837.0394512444238,Jake Levine & Johnny Drago,18.8138,61.3379,66.4634,15.1928,0.274984,0.310634,0.464362,,,91.9505,,,,,,0.011230056105509784,603.5,3.05965,0.0023413120119443014,-0.2618156618937476,0.21464112774501307,,,,,,,Tier 3 - Solid
148,Zack Littell,,Pitcher,SP,,,,29.3857,95.7535,,,0.26786,,,9.7273,13.4593,134.637,4.54331,1.28248,177.378,0.0,0.0,0.008441728291108813,594.0999999999999,1.73882,,,,0.38162566967792616,-0.19151490824037604,-0.7909085671981456,0.26756116678813163,,,Tier 3 - Solid
149,Matt Wallner,MIN,Batter,Batter,,,,20.5773,57.2761,61.4742,4.7246,0.229985,0.329526,0.449949,,,138.119,,,,,,0.005199824560611868,556.2,1.68465,0.25432534360551773,-0.53738492603719,-0.14436061053508564,,,,,,,Tier 3 - Solid
150,Michael Wacha,KCR,Pitcher,SP,,,,24.0334,88.8718,,,0.259982,,,9.6528,13.567,135.061,4.39052,1.31792,170.047,0.0,0.0,-0.0014602740883025989,612.4,2.15714,,,,0.4104337663766177,-0.17929374335673218,-0.46208453566441143,-0.12339929908733059,,,Tier 3 - Solid
151,Bryce Miller,SEA,Pitcher,SP,,,,21.6278,71.6505,,,0.248023,,,8.4219,11.3813,127.605,4.18856,1.27009,143.442,0.0,0.0,-0.009689516995466996,538.2,1.37449,,,,-0.17420743097092664,-0.3942017748955231,-0.027440243442712644,0.4042428872225852,,,Tier 3 - Solid
152,Will Smith,LAD,Batter,Batter,,,,17.9138,60.9051,63.7867,2.6118,0.253988,0.34847,0.439658,,,92.5276,,,,,,-0.02541996720855269,591.2,3.02728,-0.12625842058471948,-0.29117859889736225,0.022037112501218776,,,,,,,Tier 3 - Solid
153,Jorge Polanco,NYM,Batter,Batter,,,,19.6532,58.1407,63.4134,4.8419,0.24885,0.326812,0.438398,,,96.8154,,,,,,-0.043830653206879455,562.4,1.76369,0.12228199594709876,-0.4787268961542757,-0.004823977232598523,,,,,,,Tier 3 - Solid
154,Andrew Vaughn,MIL,Batter,Batter,,,,18.5091,57.9155,65.2538,0.7957,0.248275,0.309257,0.423628,,,103.445,,,,,,-0.05775672416833534,556.3,0.697638,-0.041196841901615044,-0.4940053929500568,0.12760342578405612,,,,,,,Tier 3 - Solid
155,Andrew Abbott,CIN,Pitcher,SP,,,,29.5584,90.4712,,,0.25275,,,9.1245,12.5928,154.794,4.57159,1.31871,167.628,0.0,0.0,-0.0688680779150399,573.0,2.01834,,,,0.14985022130822892,0.3894804232681285,-0.8517708200404384,-0.13211427561220765,,,Tier 3 - Solid
156,Tyler Mahle,SFG,Pitcher,SP,,,,19.7637,73.9047,,,0.254704,,,8.3833,12.1748,126.122,4.16922,1.30066,147.981,0.0,0.0,-0.07240260921184977,572.4000000000001,1.35086,,,,0.03804163802082714,-0.4369470284861921,0.014181962001768914,0.06700639055743561,,,Tier 3 - Solid
157,Kerry Carpenter,DET,Batter,Batter,6.0,,Jake Zuckman & Andrew Meyers,20.2477,52.9173,59.9189,2.1065,0.253678,0.310533,0.472994,,,99.5342,,,,,,-0.11142552279946799,509.7,1.23427,0.2072292637567837,-0.8331038951022444,-0.2562734229192433,,,,,,,Tier 3 - Solid
158,Ryan Weathers,MIA,Pitcher,SP,4.0,,Nick & Alex Gianaris,16.892,63.3766,,,0.247337,,,7.8744,11.0193,125.259,3.9615,1.31084,132.891,0.0,0.0,-0.13607736323568276,535.9000000000001,1.61471,,,,-0.27103687391360454,-0.46182171078474044,0.46122252637239214,-0.04529545883907243,,,Tier 3 - Solid
159,Masyn Winn,STL,Batter,Batter,1.5,,Nick & Alex Gianaris,15.5264,70.8076,68.2585,12.0358,0.261048,0.319132,0.404404,,,106.205,,,,,,-0.15190651616715284,675.5,3.70843,-0.4673906445861351,0.3806478421338157,0.3438089342844599,,,,,,,Tier 3 - Solid
160,Jameson Taillon,CHC,Pitcher,SP,,,,28.1503,92.1321,,,0.263726,,,9.3561,13.2402,133.27,4.5383,1.29252,170.953,0.0,0.0,-0.16560591209287895,580.6,1.67917,,,,0.3230197830791946,-0.23091663558929304,-0.7801263929852773,0.15680374361122468,,,Tier 3 - Solid
161,Royce Lewis,MIN,Batter,Batter,5.5,,Zack Semler,20.4235,55.7158,62.9438,9.2316,0.251583,0.310944,0.447702,,,100.558,,,,,,-0.19150546138001312,550.5,2.19096,0.23234907819066564,-0.6432421132061823,-0.038614407821938423,,,,,,,Tier 3 - Solid
162,Ryne Nelson,ARI,Pitcher,SP,,,,22.9782,86.6417,,,0.263488,,,9.7321,12.8749,136.356,4.3863,1.32973,165.708,0.0,0.0,-0.24995372173950525,605.7,1.5482,,,,0.22530764079477425,-0.14196730815786798,-0.45300254461085815,-0.25368268232630514,,,Tier 3 - Solid
163,Jorge Soler,LAA,Batter,Batter,,,,20.7141,55.2379,58.893,0.9851,0.227878,0.314046,0.42817,,,126.156,,,,,,-0.2735640755774027,529.0,0.794344,0.2738725029602102,-0.6756648202164119,-0.3300928495410572,,,,,,,Tier 3 - Solid
164,Ozzie Albies,ATL,Batter,Batter,,,,16.7724,63.9373,66.1844,9.7894,0.258228,0.319323,0.420157,,,82.062,,,,,,-0.2809431605940211,617.0,2.0608,-0.28935145923564315,-0.08546164514884011,0.19456546732247107,,,,,,,Tier 3 - Solid
165,Drake Baldwin,ATL,Batter,Batter,,,,17.0152,57.1561,63.1621,0.9094,0.267768,0.340379,0.44675,,,78.6958,,,,,,-0.2817870871907223,572.6,2.24857,-0.254658109152899,-0.5455262209550127,-0.02290646276731134,,,,,,,Tier 3 - Solid
166,Jonathan Aranda,TBR,Batter,Batter,,,,17.69,58.3669,61.6181,1.7758,0.263357,0.350598,0.441613,,,122.388,,,,,,-0.2899102022715887,607.9,1.70731,-0.15823688742375602,-0.4633805552341796,-0.13400617492647013,,,,,,,Tier 3 - Solid
167,Josh Bell,MIN,Batter,Batter,,,,18.0609,58.1904,62.1391,1.8418,0.252145,0.334908,0.430063,,,92.0143,,,,,,-0.3003217808074579,566.2,1.12738,-0.10523950873475343,-0.4753550431758111,-0.09651721764996644,,,,,,,Tier 3 - Solid
168,Jacob Misiorowski,MIL,Pitcher,SP,1.0,,Nick & Alex Gianaris,19.0119,71.1237,,,0.228282,,,8.8237,10.2959,162.275,4.03966,1.33115,147.252,0.0,0.6325,-0.31508598687701767,617.8999999999999,1.58848,,,,-0.46453526900955244,0.6051090423590209,0.29301200012933565,-0.26934757683937366,,,Tier 3 - Solid
169,Jarren Duran,BOS,Batter,Batter,,,,15.1106,78.2898,61.3918,20.4174,0.257614,0.325092,0.435713,,,135.913,,,,,,-0.3328800349087747,691.1,1.99216,-0.5268037210457938,0.8882711490849377,-0.15028976615808734,,,,,,,Tier 3 - Solid
170,Trent Grisham,NYY,Batter,Batter,,,,20.5568,65.761,53.0307,5.3692,0.219959,0.326667,0.414524,,,120.345,,,,,,-0.3691425234893532,554.8,2.26003,0.251396127474149,0.03826568436477327,-0.7519191724624527,,,,,,,Tier 3 - Solid
171,Seth Lugo,KCR,Pitcher,SP,2.2,,Ross & Jack Kantor,21.9352,84.5188,,,0.259651,,,9.1134,12.9494,138.264,4.38254,1.3536,161.288,0.0,0.0,-0.38471652517361166,585.2,1.93291,,,,0.24523524714623707,-0.08697206618147094,-0.4449105336247527,-0.5170073527678187,,,Tier 3 - Solid
172,Jack Leiter,TEX,Pitcher,SP,1.0,,Jake Levine & Johnny Drago,23.792,85.744,,,0.24333,,,9.2412,11.9843,155.979,4.46216,1.36259,161.728,0.0,0.0,-0.39973994519615963,592.3999999999999,1.73473,,,,-0.012914187616134578,0.42363627323774594,-0.6162631705166702,-0.6161815792977406,,,Tier 3 - Solid
173,Emmet Sheehan,LAD,Pitcher,SP,,,,17.6087,55.3216,,,0.227852,,,7.7662,8.0583,136.099,3.87757,1.2131,119.969,0.0,0.7738,-0.41292275392466293,531.2,1.90063,,,,-1.0630589196408675,-0.1493749481934729,0.6418508460701892,1.032934674757647,,,Tier 3 - Solid
174,Reese Olson,DET,Pitcher,SP,,,,16.1231,67.1742,,,0.24818,,,8.4857,11.0488,131.382,3.93661,1.29868,141.293,0.0,0.6104,-0.429037544950951,597.4000000000001,2.11741,,,,-0.26314607676772317,-0.2853354075240085,0.5147890565437037,0.0888489899488963,,,Tier 3 - Solid
175,Jeffrey Springs,ATH,Pitcher,SP,,,,29.3493,96.0427,,,0.258244,,,9.9312,12.8394,149.869,4.6255,1.34298,175.278,0.0,0.0,-0.4376734775977327,589.9,1.86249,,,,0.2158119357548153,0.24752467550410656,-0.9677921796842875,-0.3998515923954327,,,Tier 3 - Solid
176,Alec Bohm,PHI,Batter,Batter,,,,14.2503,60.805,67.1364,2.5351,0.274883,0.329709,0.424955,,,83.0661,,,,,,-0.4428585096243603,607.8,2.11353,-0.6497307765490267,-0.2979697957413127,0.26306736238433553,,,,,,,Tier 3 - Solid
177,Nolan Schanuel,LAA,Batter,Batter,1.5,,Ross & Jack Kantor,15.5547,70.7192,57.0233,5.729,0.269414,0.363983,0.419582,,,74.9571,,,,,,-0.5324134978751937,679.3,1.99259,-0.46334689743892893,0.3746504215443533,-0.4646285566809399,,,,,,,Tier 3 - Solid
178,Foster Griffin,WSN,Pitcher,SP,,,,17.1454,67.8635,,,0.255393,,,8.1297,11.1012,123.176,3.91879,1.28611,143.276,0.0,0.6621,-0.537933784558752,583.3,2.05663,,,,-0.24912988115944593,-0.5218610656258484,0.5531400235044416,0.22751640123711753,,,Tier 3 - Solid
